CATION_ANION TEMP PRESSURE xCO2
C1164_A0081 313.00  79.90 0.3893
C1164_A0081 313.00  40.30 0.2481
C1164_A0081 323.00  18.40 0.1811
C1164_A0081 323.00  9.60 0.1006
C1164_A0081 323.00  70.90 0.4617
C1164_A0081 323.00  19.20 0.1604
C1164_A0081 323.00  10.10 0.0932
C1164_A0081 323.00  77.40 0.4383
C1164_A0081 323.00  20.40 0.1444
C1164_A0081 323.00  10.70 0.0835
C1164_A0081 323.00  84.70 0.4032
C1490_A0081 308.05  4.90 0.0541
C1490_A0081 308.05  9.30 0.1009
C1490_A0081 308.05  22.40 0.2324
C1490_A0081 308.05  27.80 0.2678
C1490_A0081 308.05  33.30 0.3083
C1490_A0081 308.05  50.90 0.3805
C1490_A0081 308.05  71.90 0.4492
C1490_A0081 308.05  77.60 0.4576
C1490_A0081 308.05  83.30 0.4676
C1490_A0081 319.30  7.30 0.0760
C1490_A0081 319.30  10.20 0.0996
C1490_A0081 319.30  25.10 0.2089
C1490_A0081 319.30  31.40 0.2464
C1490_A0081 319.30  37.30 0.2778
C1490_A0081 319.30  57.30 0.3563
C1490_A0081 319.30  79.90 0.4073
C1490_A0081 319.30  86.50 0.4226
C1490_A0081 319.30  92.50 0.4268
C1490_A0081 327.46  11.10 0.0970
C1490_A0081 327.46  12.40 0.1098
C1490_A0081 327.46  27.70 0.1858
C1490_A0081 327.46  35.50 0.2141
C1490_A0081 327.46  41.60 0.2416
C1490_A0081 327.46  62.40 0.3102
C1490_A0081 327.46  87.40 0.3681
C1490_A0081 327.46  95.70 0.3793
C1490_A0081 327.46  101.80 0.3931
C1098_A0048 298.15 0.00 0.0020
C1098_A0048 298.15 0.01 0.0140
C1098_A0048 298.15 0.01 0.0280
C1098_A0048 298.15 0.02 0.0540
C1098_A0048 298.15 0.03 0.0800
C1098_A0048 298.15 0.05 0.1270
C1098_A0048 298.15 0.07 0.1710
C1098_A0048 298.15 0.10 0.2310
C1098_A0048 298.15 0.12 0.2680
C1098_A0048 298.15 0.15 0.3200
C1098_A0048 298.15 0.17 0.3520
C1098_A0048 298.15 0.19 0.3820
C1098_A0048 313.15 0.00 0.0030
C1098_A0048 313.15 0.01 0.0110
C1098_A0048 313.15 0.01 0.0210
C1098_A0048 313.15 0.02 0.0420
C1098_A0048 313.15 0.03 0.0630
C1098_A0048 313.15 0.05 0.1000
C1098_A0048 313.15 0.07 0.1360
C1098_A0048 313.15 0.10 0.1850
C1098_A0048 313.15 0.12 0.2160
C1098_A0048 313.15 0.15 0.2590
C1098_A0048 313.15 0.17 0.2860
C1098_A0048 313.15 0.19 0.3110
C1098_A0048 343.15 0.00 0.0020
C1098_A0048 343.15 0.01 0.0060
C1098_A0048 343.15 0.01 0.0130
C1098_A0048 343.15 0.02 0.0280
C1098_A0048 343.15 0.03 0.0400
C1098_A0048 343.15 0.05 0.0660
C1098_A0048 343.15 0.07 0.0900
C1098_A0048 343.15 0.10 0.1250
C1098_A0048 343.15 0.12 0.1440
C1098_A0048 343.15 0.15 0.1730
C1098_A0048 343.15 0.17 0.1930
C1098_A0048 343.15 0.19 0.2110
C0397_A0048 298.15 0.00 0.0030
C0397_A0048 298.15 0.01 0.0160
C0397_A0048 298.15 0.01 0.0310
C0397_A0048 298.15 0.02 0.0600
C0397_A0048 298.15 0.03 0.0880
C0397_A0048 298.15 0.05 0.1400
C0397_A0048 298.15 0.07 0.2510
C0397_A0048 298.15 0.10 0.2900
C0397_A0048 298.15 0.12 0.3430
C0397_A0048 298.15 0.15 0.3430
C0397_A0048 298.15 0.17 0.3760
C0397_A0048 298.15 0.19 0.4060
C0397_A0048 313.15 0.00 0.0030
C0397_A0048 313.15 0.01 0.0120
C0397_A0048 313.15 0.01 0.0240
C0397_A0048 313.15 0.02 0.0480
C0397_A0048 313.15 0.03 0.0710
C0397_A0048 313.15 0.05 0.1120
C0397_A0048 313.15 0.07 0.1500
C0397_A0048 313.15 0.10 0.2030
C0397_A0048 313.15 0.12 0.2350
C0397_A0048 313.15 0.15 0.2790
C0397_A0048 313.15 0.17 0.3070
C0397_A0048 313.15 0.19 0.3330
C0397_A0048 343.15 0.00 0.0020
C0397_A0048 343.15 0.01 0.0070
C0397_A0048 343.15 0.01 0.0150
C0397_A0048 343.15 0.02 0.0310
C0397_A0048 343.15 0.03 0.0450
C0397_A0048 343.15 0.05 0.0720
C0397_A0048 343.15 0.07 0.0970
C0397_A0048 343.15 0.10 0.1330
C0397_A0048 343.15 0.12 0.1540
C0397_A0048 343.15 0.15 0.1850
C0397_A0048 343.15 0.17 0.2060
C0397_A0048 343.15 0.19 0.2180
C1196_A0048 298.15 0.00 0.0030
C1196_A0048 298.15 0.00 0.0150
C1196_A0048 298.15 0.01 0.0290
C1196_A0048 298.15 0.02 0.0570
C1196_A0048 298.15 0.03 0.0830
C1196_A0048 298.15 0.05 0.1310
C1196_A0048 298.15 0.07 0.1760
C1196_A0048 298.15 0.10 0.2380
C1196_A0048 298.15 0.12 0.2760
C1196_A0048 298.15 0.15 0.3290
C1196_A0048 298.15 0.17 0.3620
C1196_A0048 298.15 0.19 0.3930
C1196_A0048 313.15 0.00 0.0030
C1196_A0048 313.15 0.00 0.0120
C1196_A0048 313.15 0.01 0.0220
C1196_A0048 313.15 0.02 0.0450
C1196_A0048 313.15 0.03 0.0670
C1196_A0048 313.15 0.05 0.1060
C1196_A0048 313.15 0.07 0.1430
C1196_A0048 313.15 0.10 0.1950
C1196_A0048 313.15 0.12 0.2270
C1196_A0048 313.15 0.15 0.2720
C1196_A0048 313.15 0.17 0.3000
C1196_A0048 313.15 0.19 0.3260
C1196_A0048 343.15 0.00 0.0030
C1196_A0048 343.15 0.01 0.0070
C1196_A0048 343.15 0.01 0.0150
C1196_A0048 343.15 0.02 0.0320
C1196_A0048 343.15 0.03 0.0470
C1196_A0048 343.15 0.05 0.0740
C1196_A0048 343.15 0.07 0.0990
C1196_A0048 343.15 0.10 0.1360
C1196_A0048 343.15 0.12 0.1570
C1196_A0048 343.15 0.15 0.1910
C1196_A0048 343.15 0.17 0.2110
C1196_A0048 343.15 0.19 0.2300
C1310_A0048 313.15 2.46 0.0449
C1310_A0048 313.15 5.06 0.1110
C1310_A0048 313.15 8.02 0.1622
C1310_A0048 313.15 11.05 0.2216
C1310_A0048 313.15 13.99 0.2640
C1310_A0048 313.15 17.06 0.3030
C1310_A0048 323.15 2.09 0.0403
C1310_A0048 323.15 5.07 0.0919
C1310_A0048 323.15 7.94 0.1352
C1310_A0048 323.15 11.01 0.1852
C1310_A0048 323.15 14.06 0.2283
C1310_A0048 323.15 17.10 0.2661
C1310_A0048 333.15 2.13 0.0236
C1310_A0048 333.15 5.06 0.0765
C1310_A0048 333.15 8.04 0.1198
C1310_A0048 333.15 11.04 0.1610
C1310_A0048 333.15 14.08 0.2062
C1310_A0048 333.15 17.14 0.2371
C1553_A0048 313.15 2.09 0.0486
C1553_A0048 313.15 5.00 0.1207
C1553_A0048 313.15 8.06 0.1784
C1553_A0048 313.15 11.06 0.2405
C1553_A0048 313.15 14.11 0.2806
C1553_A0048 313.15 17.11 0.3260
C1553_A0048 323.15 2.09 0.0442
C1553_A0048 323.15 4.99 0.0999
C1553_A0048 323.15 8.14 0.1513
C1553_A0048 323.15 11.02 0.2026
C1553_A0048 323.15 14.02 0.2467
C1553_A0048 323.15 17.08 0.2813
C1553_A0048 333.15 2.03 0.0313
C1553_A0048 333.15 5.01 0.0881
C1553_A0048 333.15 7.99 0.1361
C1553_A0048 333.15 11.00 0.1875
C1553_A0048 333.15 14.05 0.2311
C1554_A0048 333.15 17.01 0.2680
C1554_A0048 313.15 1.99 0.0555
C1554_A0048 313.15 5.02 0.1295
C1554_A0048 313.15 7.84 0.1904
C1554_A0048 313.15 10.83 0.2507
C1554_A0048 313.15 14.23 0.3123
C1554_A0048 313.15 16.83 0.3542
C1554_A0048 323.15 2.04 0.0505
C1554_A0048 323.15 5.00 0.1134
C1554_A0048 323.15 8.17 0.1742
C1554_A0048 323.15 10.97 0.2361
C1554_A0048 323.15 13.94 0.2816
C1554_A0048 323.15 16.93 0.3317
C1554_A0048 333.15 2.00 0.0391
C1554_A0048 333.15 5.02 0.0918
C1554_A0048 333.15 8.05 0.1568
C1554_A0048 333.15 11.07 0.2058
C1554_A0048 333.15 14.07 0.2467
C1554_A0048 333.15 17.01 0.2913
C0734_A0048 313.15 2.49 0.0518
C0734_A0048 313.15 5.24 0.1172
C0734_A0048 313.15 8.03 0.1664
C0734_A0048 313.15 11.29 0.2309
C0734_A0048 313.15 13.89 0.2708
C0734_A0048 313.15 17.16 0.3132
C0734_A0048 323.15 2.57 0.0430
C0734_A0048 323.15 4.68 0.0930
C0734_A0048 323.15 8.90 0.1564
C0734_A0048 323.15 10.95 0.1928
C0734_A0048 323.15 14.73 0.2380
C0734_A0048 323.15 16.92 0.2689
C0734_A0048 333.15 1.96 0.0305
C0734_A0048 333.15 6.23 0.0968
C0734_A0048 333.15 8.93 0.1359
C0734_A0048 333.15 12.00 0.1752
C0734_A0048 333.15 15.88 0.2265
C0734_A0048 333.15 17.19 0.2463
C1555_A0048 313.15 2.11 0.0568
C1555_A0048 313.15 4.78 0.1176
C1555_A0048 313.15 7.85 0.1717
C1555_A0048 313.15 11.16 0.2455
C1555_A0048 313.15 14.60 0.2937
C1555_A0048 313.15 17.13 0.3364
C1555_A0048 323.15 1.91 0.0422
C1555_A0048 323.15 6.74 0.1292
C1555_A0048 323.15 8.34 0.1648
C1555_A0048 323.15 11.24 0.2125
C1555_A0048 323.15 15.99 0.2838
C1555_A0048 323.15 17.60 0.3054
C1555_A0048 333.15 2.01 0.0376
C1555_A0048 333.15 5.59 0.0967
C1555_A0048 333.15 8.58 0.1467
C1555_A0048 333.15 10.89 0.1906
C1555_A0048 333.15 15.34 0.2485
C1555_A0048 333.15 17.00 0.2691
C0535_A0048 313.15 2.19 0.0611
C0535_A0048 313.15 5.16 0.1321
C0535_A0048 313.15 8.09 0.2052
C0535_A0048 313.15 11.64 0.2809
C0535_A0048 313.15 14.01 0.3391
C0535_A0048 313.15 17.02 0.3758
C0535_A0048 323.15 2.29 0.0492
C0535_A0048 323.15 5.52 0.1213
C0535_A0048 323.15 9.85 0.1958
C0535_A0048 323.15 12.47 0.2428
C0535_A0048 323.15 14.88 0.2942
C0535_A0048 323.15 17.38 0.3387
C0535_A0048 333.15 2.13 0.0427
C0535_A0048 333.15 5.07 0.0993
C0535_A0048 333.15 7.59 0.1465
C0535_A0048 333.15 11.21 0.2129
C0535_A0048 333.15 14.89 0.2586
C0535_A0048 333.15 17.15 0.2960
C0460_A0015 303.15 13.00 0.1690
C0460_A0015 313.15 16.80 0.1690
C0460_A0015 323.15 19.80 0.1690
C0460_A0015 333.15 24.00 0.1690
C0460_A0015 343.15 28.50 0.1690
C0460_A0015 353.15 33.70 0.1690
C0460_A0015 363.15 38.90 0.1690
C0460_A0015 373.15 44.70 0.1690
C0460_A0015 303.15 30.40 0.2510
C0460_A0015 313.15 38.00 0.2510
C0460_A0015 323.15 46.30 0.2510
C0460_A0015 333.15 55.40 0.2510
C0460_A0015 343.15 67.20 0.2510
C0460_A0015 353.15 78.40 0.2510
C0460_A0015 363.15 89.20 0.2510
C0460_A0015 373.15 102.60 0.2510
C0460_A0015 303.15 40.40 0.3180
C0460_A0015 313.15 51.60 0.3180
C0460_A0015 323.15 62.50 0.3180
C0460_A0015 333.15 75.00 0.3180
C0460_A0015 343.15 89.00 0.3180
C0460_A0015 353.15 110.40 0.3180
C0460_A0015 363.15 122.70 0.3180
C0460_A0015 373.15 142.30 0.3180
C0460_A0015 303.15 57.00 0.3640
C0460_A0015 313.15 79.40 0.3640
C0460_A0015 323.15 106.30 0.3640
C0460_A0015 333.15 133.40 0.3640
C0460_A0015 343.15 158.50 0.3640
C0460_A0015 353.15 182.70 0.3640
C0460_A0015 363.15 204.70 0.3640
C0460_A0015 373.15 228.60 0.3640
C0460_A0015 303.15 94.40 0.4100
C0460_A0015 313.15 138.30 0.4100
C0460_A0015 323.15 181.30 0.4100
C0460_A0015 333.15 221.70 0.4100
C0460_A0015 343.15 254.10 0.4100
C0460_A0015 353.15 285.90 0.4100
C0460_A0015 363.15 314.10 0.4100
C0460_A0015 373.15 340.60 0.4100
C0460_A0015 303.15 311.80 0.4350
C0460_A0015 313.15 335.10 0.4350
C0460_A0015 323.15 364.30 0.4350
C0460_A0015 333.15 395.40 0.4350
C0460_A0015 343.15 421.80 0.4350
C0460_A0015 353.15 457.60 0.4350
C0460_A0015 363.15 478.40 0.4350
C0460_A0015 373.15 511.60 0.4350
C0460_A0015 303.15 486.20 0.4590
C0460_A0015 313.15 522.60 0.4590
C0460_A0015 323.15 554.80 0.4590
C0460_A0015 333.15 573.60 0.4590
C0460_A0015 343.15 596.60 0.4590
C0460_A0015 353.15 616.90 0.4590
C0460_A0015 363.15 632.90 0.4590
C0460_A0015 373.15 649.10 0.4590
C0460_A0015 303.15 574.80 0.4640
C0460_A0015 313.15 618.30 0.4640
C0460_A0015 323.15 660.30 0.4640
C0460_A0015 333.15 702.20 0.4640
C0460_A0015 343.15 725.70 0.4640
C0460_A0015 353.15 748.30 0.4640
C0460_A0015 363.15 762.60 0.4640
C0460_A0015 373.15 774.50 0.4640
C0460_A0015 303.15 744.10 0.4740
C0460_A0015 313.15 795.30 0.4740
C0460_A0015 323.15 839.00 0.4740
C0460_A0015 333.15 880.00 0.4740
C0460_A0015 343.15 904.60 0.4740
C0460_A0015 353.15 930.00 0.4740
C0460_A0015 363.15 944.00 0.4740
C0460_A0015 373.15 953.40 0.4740
C0460_A0056 303.15 8.80 0.1710
C0460_A0056 313.15 10.60 0.1710
C0460_A0056 323.15 13.40 0.1710
C0460_A0056 333.15 15.70 0.1710
C0460_A0056 343.15 19.00 0.1710
C0460_A0056 353.15 22.80 0.1710
C0460_A0056 363.15 25.80 0.1710
C0460_A0056 373.15 28.90 0.1710
C0460_A0056 303.15 13.60 0.2420
C0460_A0056 313.15 17.60 0.2420
C0460_A0056 323.15 21.50 0.2420
C0460_A0056 333.15 25.90 0.2420
C0460_A0056 343.15 31.10 0.2420
C0460_A0056 353.15 36.20 0.2420
C0460_A0056 363.15 41.40 0.2420
C0460_A0056 373.15 46.20 0.2420
C0460_A0056 303.15 25.00 0.3290
C0460_A0056 313.15 33.90 0.3290
C0460_A0056 323.15 42.80 0.3290
C0460_A0056 333.15 50.80 0.3290
C0460_A0056 343.15 63.00 0.3290
C0460_A0056 353.15 79.10 0.3290
C0460_A0056 363.15 94.50 0.3290
C0460_A0056 373.15 107.90 0.3290
C0460_A0056 303.15 31.10 0.3710
C0460_A0056 313.15 42.40 0.3710
C0460_A0056 323.15 54.60 0.3710
C0460_A0056 333.15 67.30 0.3710
C0460_A0056 343.15 81.50 0.3710
C0460_A0056 353.15 97.70 0.3710
C0460_A0056 363.15 113.60 0.3710
C0460_A0056 373.15 133.40 0.3710
C0460_A0056 303.15 39.90 0.4180
C0460_A0056 313.15 53.20 0.4180
C0460_A0056 323.15 66.90 0.4180
C0460_A0056 333.15 86.30 0.4180
C0460_A0056 343.15 108.90 0.4180
C0460_A0056 353.15 137.10 0.4180
C0460_A0056 363.15 163.70 0.4180
C0460_A0056 373.15 191.40 0.4180
C0460_A0056 303.15 104.00 0.4850
C0460_A0056 313.15 152.20 0.4850
C0460_A0056 323.15 199.10 0.4850
C0460_A0056 333.15 245.00 0.4850
C0460_A0056 343.15 286.90 0.4850
C0460_A0056 353.15 325.10 0.4850
C0460_A0056 363.15 353.20 0.4850
C0460_A0056 373.15 383.10 0.4850
C0460_A0056 303.15 215.90 0.5210
C0460_A0056 313.15 264.30 0.5210
C0460_A0056 323.15 317.30 0.5210
C0460_A0056 333.15 369.00 0.5210
C0460_A0056 343.15 419.00 0.5210
C0460_A0056 353.15 464.20 0.5210
C0460_A0056 363.15 503.90 0.5210
C0460_A0056 373.15 542.60 0.5210
C0460_A0056 303.15 355.80 0.5450
C0460_A0056 313.15 400.70 0.5450
C0460_A0056 323.15 444.60 0.5450
C0460_A0056 333.15 490.40 0.5450
C0460_A0056 343.15 545.30 0.5450
C0460_A0056 353.15 599.20 0.5450
C0460_A0056 363.15 633.10 0.5450
C0460_A0056 373.15 677.00 0.5450
C0460_A0056 303.15 487.10 0.5620
C0460_A0056 313.15 530.10 0.5620
C0460_A0056 323.15 574.50 0.5620
C0460_A0056 333.15 629.10 0.5620
C0460_A0056 343.15 675.20 0.5620
C0460_A0056 353.15 714.80 0.5620
C0460_A0056 363.15 754.00 0.5620
C0460_A0056 373.15 794.10 0.5620
C0460_A0056 303.15 610.80 0.5850
C0460_A0056 313.15 674.80 0.5850
C0460_A0056 323.15 732.20 0.5850
C0460_A0056 333.15 787.80 0.5850
C0460_A0056 343.15 836.70 0.5850
C0460_A0056 353.15 881.50 0.5850
C0460_A0056 363.15 922.90 0.5850
C0460_A0056 373.15 962.00 0.5850
C0460_A0055 303.15 5.90 0.1700
C0460_A0055 313.15 9.10 0.1700
C0460_A0055 323.15 12.10 0.1700
C0460_A0055 333.15 14.10 0.1700
C0460_A0055 343.15 16.50 0.1700
C0460_A0055 353.15 19.50 0.1700
C0460_A0055 363.15 22.10 0.1700
C0460_A0055 373.15 24.30 0.1700
C0460_A0055 303.15 10.90 0.2280
C0460_A0055 313.15 14.20 0.2280
C0460_A0055 323.15 17.50 0.2280
C0460_A0055 333.15 21.30 0.2280
C0460_A0055 343.15 24.40 0.2280
C0460_A0055 353.15 28.20 0.2280
C0460_A0055 363.15 31.90 0.2280
C0460_A0055 373.15 35.00 0.2280
C0460_A0055 303.15 16.60 0.2960
C0460_A0055 313.15 21.00 0.2960
C0460_A0055 323.15 25.50 0.2960
C0460_A0055 333.15 30.60 0.2960
C0460_A0055 343.15 34.70 0.2960
C0460_A0055 353.15 39.60 0.2960
C0460_A0055 363.15 45.60 0.2960
C0460_A0055 373.15 51.00 0.2960
C0460_A0055 303.15 26.40 0.4010
C0460_A0055 313.15 32.90 0.4010
C0460_A0055 323.15 40.00 0.4010
C0460_A0055 333.15 47.80 0.4010
C0460_A0055 343.15 56.10 0.4010
C0460_A0055 353.15 66.20 0.4010
C0460_A0055 363.15 76.30 0.4010
C0460_A0055 373.15 86.40 0.4010
C0460_A0055 303.15 30.60 0.4570
C0460_A0055 313.15 38.60 0.4570
C0460_A0055 323.15 47.00 0.4570
C0460_A0055 333.15 57.30 0.4570
C0460_A0055 343.15 67.30 0.4570
C0460_A0055 353.15 80.10 0.4570
C0460_A0055 363.15 96.10 0.4570
C0460_A0055 373.15 110.60 0.4570
C0460_A0055 303.15 44.90 0.5530
C0460_A0055 313.15 57.30 0.5530
C0460_A0055 323.15 74.90 0.5530
C0460_A0055 333.15 101.10 0.5530
C0460_A0055 343.15 133.30 0.5530
C0460_A0055 353.15 164.20 0.5530
C0460_A0055 363.15 196.50 0.5530
C0460_A0055 373.15 227.40 0.5530
C0460_A0055 303.15 78.70 0.6170
C0460_A0055 313.15 131.60 0.6170
C0460_A0055 323.15 177.60 0.6170
C0460_A0055 333.15 225.60 0.6170
C0460_A0055 343.15 273.20 0.6170
C0460_A0055 353.15 318.20 0.6170
C0460_A0055 363.15 360.20 0.6170
C0460_A0055 373.15 400.10 0.6170
C0460_A0055 303.15 191.30 0.6530
C0460_A0055 313.15 253.10 0.6530
C0460_A0055 323.15 312.50 0.6530
C0460_A0055 333.15 367.30 0.6530
C0460_A0055 343.15 421.10 0.6530
C0460_A0055 353.15 469.50 0.6530
C0460_A0055 363.15 517.30 0.6530
C0460_A0055 373.15 558.40 0.6530
C0460_A0055 303.15 336.70 0.6840
C0460_A0055 313.15 392.50 0.6840
C0460_A0055 323.15 455.00 0.6840
C0460_A0055 333.15 511.40 0.6840
C0460_A0055 343.15 566.00 0.6840
C0460_A0055 353.15 621.40 0.6840
C0460_A0055 363.15 668.40 0.6840
C0460_A0055 373.15 710.70 0.6840
C0460_A0055 303.15 469.60 0.7030
C0460_A0055 313.15 542.40 0.7030
C0460_A0055 323.15 603.10 0.7030
C0460_A0055 333.15 667.70 0.7030
C0460_A0055 343.15 728.50 0.7030
C0460_A0055 353.15 784.40 0.7030
C0460_A0055 363.15 834.90 0.7030
C0460_A0055 373.15 882.90 0.7030
C1119_A0204 295.15 0.26 0.0186
C1119_A0204 295.15 0.49 0.0310
C1119_A0204 295.15 0.66 0.0394
C1119_A0204 295.15 0.89 0.0530
C1119_A0204 295.15 1.10 0.0610
C1119_A0204 295.15 1.30 0.0724
C1119_A0204 295.15 1.51 0.0842
C1119_A0152 295.15 0.07 0.3197
C1119_A0152 295.15 0.49 0.3464
C1119_A0152 295.15 0.92 0.3590
C1119_A0152 295.15 1.38 0.3789
C1119_A0154 295.15 0.11 0.2857
C1119_A0154 295.15 0.60 0.3197
C1119_A0154 295.15 0.97 0.3377
C1119_A0154 295.15 1.31 0.3506
C1119_A0109 295.15 0.01 0.0826
C1119_A0109 295.15 0.02 0.1150
C1119_A0109 295.15 0.02 0.1525
C1119_A0109 295.15 0.03 0.1870
C1119_A0109 295.15 0.05 0.2481
C1119_A0109 295.15 0.07 0.2647
C1119_A0109 295.15 0.08 0.2857
C1119_A0109 295.15 0.11 0.3151
C1119_A0109 295.15 0.14 0.3421
C1119_A0109 295.15 0.18 0.3631
C1119_A0109 295.15 0.25 0.3865
C1119_A0109 295.15 0.39 0.4118
C1119_A0109 295.15 0.52 0.4220
C1119_A0109 295.15 0.55 0.4286
C1119_A0109 295.15 0.67 0.4505
C1119_A0109 295.15 0.76 0.4565
C1119_A0109 295.15 0.98 0.4709
C1119_A0109 295.15 1.09 0.4792
C1119_A0182 295.15 0.05 0.2647
C1119_A0182 295.15 0.08 0.3289
C1119_A0182 295.15 0.12 0.3671
C1119_A0182 295.15 0.18 0.3939
C1119_A0182 295.15 0.24 0.4118
C1119_A0182 295.15 0.34 0.4286
C1119_A0182 295.15 0.53 0.4413
C1119_A0182 295.15 0.71 0.4595
C1119_A0182 295.15 0.83 0.4652
C1119_A0182 295.15 0.93 0.4709
C1119_A0182 295.15 0.00 0.0291
C1119_A0182 295.15 0.01 0.0909
C1119_A0182 295.15 0.02 0.1803
C1119_A0182 295.15 0.05 0.2806
C1119_A0182 295.15 0.10 0.3711
C1119_A0182 295.15 0.32 0.4444
C1119_A0182 295.15 0.98 0.4737
C1119_A0182 295.15 1.49 0.4845
C1119_A0182 295.15 1.86 0.4924
C1119_A0182 295.15 2.09 0.4975
C1119_A0182 295.15 3.05 0.5122
C1119_A0182 295.15 5.13 0.5370
C1556_A0044 313.23 6.79 0.0300
C1556_A0044 323.18 8.14 0.0300
C1556_A0044 333.17 9.59 0.0300
C1556_A0044 343.24 11.15 0.0300
C1556_A0044 353.26 12.80 0.0300
C1556_A0044 363.28 14.60 0.0300
C1556_A0044 313.22 13.88 0.0590
C1556_A0044 323.2 16.48 0.0590
C1556_A0044 333.18 19.53 0.0590
C1556_A0044 343.2 22.78 0.0590
C1556_A0044 353.22 26.30 0.0590
C1556_A0044 363.25 30.15 0.0590
C1556_A0044 313.23 38.48 0.1140
C1556_A0044 323.18 44.53 0.1140
C1556_A0044 333.17 51.63 0.1140
C1556_A0044 343.34 59.52 0.1140
C1556_A0044 353.27 67.75 0.1140
C1556_A0044 363.2 76.29 0.1140
C1556_A0044 313.25 10.34 0.0450
C1556_A0044 323.24 12.40 0.0450
C1556_A0044 333.21 14.65 0.0450
C1556_A0044 343.24 16.90 0.0450
C1556_A0044 353.27 19.65 0.0450
C1556_A0044 363.26 22.15 0.0450
C1556_A0044 313.2 21.49 0.0870
C1556_A0044 323.24 26.05 0.0870
C1556_A0044 333.21 31.00 0.0870
C1556_A0044 343.24 36.41 0.0870
C1556_A0044 353.27 42.41 0.0870
C1556_A0044 363.25 48.02 0.0870
C0482_A0081 323.47 2.00 0.0420
C0482_A0081 333.37 2.90 0.0420
C0482_A0081 343.46 4.01 0.0420
C0482_A0081 353.49 5.31 0.0420
C0482_A0081 363.47 6.86 0.0420
C0482_A0081 323.47 5.92 0.0820
C0482_A0081 333.53 8.37 0.0820
C0482_A0081 343.55 11.02 0.0820
C0482_A0081 353.56 14.22 0.0820
C0482_A0081 363.6 17.78 0.0820
C0482_A0081 323.28 23.35 0.1710
C0482_A0081 333.25 30.86 0.1710
C0482_A0081 343.22 38.51 0.1710
C0482_A0081 353.27 47.42 0.1710
C0482_A0081 363.29 57.48 0.1710
C0482_A0081 323.22 3.70 0.0630
C0482_A0081 333.22 5.31 0.0630
C0482_A0081 343.25 7.21 0.0630
C0482_A0081 353.26 9.41 0.0630
C0482_A0081 363.29 11.96 0.0630
C0482_A0081 323.19 11.64 0.1200
C0482_A0081 333.22 15.70 0.1200
C0482_A0081 343.22 20.40 0.1200
C0482_A0081 353.23 25.80 0.1200
C0482_A0081 363.25 31.61 0.1200
C1119_A0198 299 10.21 0.3140
C1119_A0198 299 14.32 0.3980
C1119_A0198 299 20.14 0.5000
C1119_A0198 298 28.29 0.5950
C1119_A0198 314 11.29 0.2890
C1119_A0198 314 15.95 0.3660
C1119_A0198 314 22.62 0.4630
C1119_A0198 313 31.85 0.5620
C1119_A0198 324 11.96 0.2760
C1119_A0198 324 16.87 0.3530
C1119_A0198 323 24.03 0.4460
C1119_A0198 323 34.02 0.5440
C1557_A0198 299 10.68 0.2790
C1557_A0198 299 16.24 0.3660
C1557_A0198 299 20.92 0.4260
C1557_A0198 299 26.84 0.5100
C1557_A0198 314 12.04 0.2570
C1557_A0198 314 18.33 0.3410
C1557_A0198 314 23.53 0.4000
C1557_A0198 314 30.44 0.4820
C1557_A0198 324 13.09 0.2400
C1557_A0198 323 19.52 0.3290
C1557_A0198 324 25.21 0.3860
C1557_A0198 323 32.58 0.4680
C1199_A0198 314 12.53 0.2660
C1199_A0198 314 16.80 0.3300
C1199_A0198 314 25.84 0.4270
C1199_A0198 314 32.51 0.4950
C1199_A0198 323 13.27 0.2550
C1199_A0198 323 17.86 0.3170
C1199_A0198 324 27.48 0.4140
C1199_A0198 325 34.92 0.4760
C1199_A0198 334 14.10 0.2420
C1199_A0198 333 19.02 0.3040
C1199_A0198 333 29.17 0.4010
C1199_A0198 334 36.95 0.4630
C1119_A0056 299 7.92 0.2250
C1119_A0056 298 11.43 0.2940
C1119_A0056 299 15.76 0.3650
C1119_A0056 299 22.44 0.4530
C1119_A0056 298 26.54 0.5270
C1119_A0056 304 8.24 0.2180
C1119_A0056 304 11.90 0.2850
C1119_A0056 303 16.32 0.3560
C1119_A0056 303 23.21 0.4460
C1119_A0056 303 27.74 0.5170
C1119_A0056 313 8.86 0.2020
C1119_A0056 313 12.71 0.2690
C1119_A0056 313 17.56 0.3360
C1119_A0056 313 25.07 0.4280
C1119_A0056 313 30.08 0.4980
C1119_A0056 323 9.37 0.1920
C1119_A0056 323 13.61 0.2520
C1119_A0056 323 18.86 0.3150
C1119_A0056 323 26.86 0.4120
C1119_A0056 322 32.29 0.4810
C0190_A0048 298.15 1.00 0.0320
C0190_A0048 298.15 5.00 0.1450
C0190_A0048 298.15 10.00 0.2600
C0190_A0048 298.15 15.00 0.3500
C0190_A0048 298.15 20.00 0.4150
C0190_A0048 308.15 1.00 0.0270
C0190_A0048 308.15 5.00 0.1300
C0190_A0048 308.15 10.00 0.2340
C0190_A0048 308.15 15.00 0.3130
C0190_A0048 308.15 20.00 0.3760
C0190_A0048 323.15 1.00 0.0240
C0190_A0048 323.15 5.00 0.1070
C0190_A0048 323.15 10.00 0.1960
C0190_A0048 323.15 15.00 0.2760
C0190_A0048 323.15 20.00 0.3290
C0290_A0048 298.15 1.00 0.0320
C0290_A0048 298.15 5.00 0.1490
C0290_A0048 298.15 10.00 0.2690
